id,code,name,unit,cost,rate,price,WPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
910,1513303468,SAMSUNG J7PRO FTG,1,60,60,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
911,1513303419,J7 NXT BLACK  BLACK POUCH,1,35,35,220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
912,1513303613,LENOVO K4 NOTE PRINTED POUCH,1,30,30,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
913,1513303685,SAMSUNG a9pro ftg,1,60,60,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
914,1513303734,VIVO Y69 LISHEN COLOR POUCH,1,35,35,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
916,1513303975,SAMSUNG J7 PRO  FTG,1,50,50,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
917,1513304007,OPPO A57 FTG,1,60,60,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
918,1513304087,GIONEE A1 FTG,1,60,60,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
919,1513304156,LENOVO K4 NOTE NETTED CASE,1,60,60,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
920,1513304158,OPPO F3 FTG,1,60,60,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
921,1513304257,SAMSUNG J5PRIME FTG,1,60,60,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
922,1513304336,REDMI 4 FTG,1,60,60,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
923,1513304436,MI 4A FTG,1,60,60,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
924,1513304464,VIVO Y69 TRANSP,1,45,45,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
925,1513304512,SAMSUNG C9 PRO FTG,1,60,60,550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
926,1513304540,SAMSUNG J7 MAX TRANSP,1,50,50,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927,1513304645,REDMI A1 PRINTED POUCH,1,90,90,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
928,1513304766,SAMSUNG C9 PRO BASUES TRANSP,1,50,50,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
929,1513305262,PHONOKART SAM J210 TG,1,80,80,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
930,1513305344,PHONOKART MI 3S TG,1,80,80,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
931,1513305414,PHONOKART A6600 TG,1,80,80,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
932,1513305490,PHONOKART A7700 TG,1,80,80,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
933,1513305578,PHONOKART OPPO NEO7 TG,1,80,80,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
934,1513305683,PHONOKART LENO K6 TG,1,80,80,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
935,1513305763,PHONOKART IP 7 TG,1,80,80,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
936,1513305840,PHONOKART SAM J5 PRIME TG,1,80,80,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
937,1513304913,SAMSUNG J7 PRO BASEUS TRANSP,1,50,50,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
938,1513305958,SAMSUNG J7 PRIME PRINTED POUCH,1,40,40,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
939,1513306018,IP 4D WHITE TG,1,190,190,599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
940,1513306086,IP 7G+ 5D TG,1,300,300,850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
941,1513306166,IP 4D 7G+ WHITE TG,1,230,230,649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
942,1513306217,SAMSUNG J PRIME BASEUS TRANSP,1,50,50,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
943,1513306440,J5 PRIME BASEUS TRANSP POUCH,1,50,50,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
944,1513306821,MOTO E4 TYRE CASE,1,110,110,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
945,1513306902,SAMSUNG J7 TYRE CASE,1,110,110,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
946,1513307115,LENOVO K4 NOTE TYRE CASE,1,110,110,280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
947,1513307304,REDMI NOTE4 TYRE CASE,1,70,70,270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
948,1513307453,SAMSUNG J7 2016 TYRE CASE,1,110,110,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
949,1513307545,SAMSUNG J2 TYRE CASE,1,110,NULL,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
950,1513307607,1+5 TYRE CASE,1,90,90,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
951,1513307792,SAMSUNG J7 15 BLACK CASE,1,45,45,220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
952,1513308037,VIVO Y21L VORSON CASE,1,70,70,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
953,1513308801,REDMI 4A TRANSP POUCH,1,40,40,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
954,1513308894,SAMSUNG  C9 PRO ROCK FLIP POUCH,1,90,90,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
955,1513309170,SAMSUNG J2 VORSON TRANSP,1,50,50,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
956,1513309333,REDMI 4 IPAKY HARD CASE,1,50,50,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
957,1513309467,REDMI Y1 SOFT TONE POUCH,1,40,40,220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
958,1513309615,MOTO E4 BASEUS POUCH,1,60,60,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
959,1513309696,MOTO G5S BASEUS POUCH,1,60,60,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
960,1513309939,LENOVO P1 TRASPRENT POUCH,1,30,30,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
961,1513309998,SAMSUNG NOTE 8 IPAKY  360,1,90,90,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
962,1513310082,MOTOMO SAM S6 EDGE POUCH,1,180,180,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
963,1513310109,MOTO E4 HAPPY ANT,1,40,40,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
964,1513310321,MI 4A HARD CASE,1,40,40,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
965,1513310556,MI 4A CARBON POUCH,1,45,45,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
966,1513310804,MI MAX 2 HARD CASE,1,40,40,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
967,1513310865,VIVO V7 PLUS BASEUS,1,60,60,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
968,1513310973,SAMSUNG ON 8 TYRE CASE,1,110,110,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
969,1513311089,Vivo v7 + ring pouch,1,55,55,220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
970,1513311149,SAMSUNG J7 PRO TYRE CASE,1,110,110,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
971,1513311224,GIONEE - S6S PRINTED  POUCH,1,30,30,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
972,1513311334,MI NOTE 4 LISTHEN POUCH,1,55,55,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
973,1513311425,REDMI  4 POUCH WOODEN RUBBER CASE,1,45,45,220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
974,1513311473,REDMI NOTE 4 RING CASE,1,55,NULL,220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
976,1513311624,VIVO Y66 TYRE CASE,1,90,90,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
977,1513311609,IP 6 LOGO POUCH,1,60,60,220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
978,1513311711,REDMI Y1 LITE,1,45,45,220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
979,1513311886,REDMI 4A RING POUCH,1,55,55,220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
980,1513312029,MOTO E4 BETTER CASE,1,140,140,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
981,1513312420,ARROW IP 7 HARD CASE,1,120,120,549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
982,1513312531,MI 4 ARROW CASE,1,140,140,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
984,1513402165,JOY 8GB MMC,1,275,275,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
985,1513402318,SANDISK 16GB MMC,1,410,410,590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
986,1513403054,REDMI MAX 2 ARROW POUCH,1,140,140,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
987,1513403191,HP 16 GB METAL PENDRIVE,1,380,450,599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
988,1513403242,REDMI MAX 2 BETTER CASE,1,140,140,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
989,1513403417,SAMSUNG 32GB EVO PLUS MMC,1,630,730,1199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
990,1513403500,REDMI 5 BETTER CASE,1,140,140,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
991,1513403581,SANDISK 64GB PENDRIVE,1,1593,1350,1800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992,1513403601,REDMI 5 FLIP POUCH,1,90,90,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
993,1513403907,CELEBRAT C8 HF,1,380,380,850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
994,1513404128,SONY FAST CHARGER 3.0A,1,944,800,1090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
995,1513405166,REDMI MAX 2 HAPPY ANT CASE,1,140,140,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
996,1513405315,REDMI MAX TRANSPARENT POUCH,1,40,40,229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
998,1513405015,NOKIA OG BL 5C BATTERY,1,250,250,299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999,1513405691,NOKIA OG BL 4C BATTERY,1,320,320,349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000,1513405670,REDMI 4X LISHEN FLIP CASE,1,120,120,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001,1513406482,LDNIO 4USB  CC 5.1A C502,1,380,NULL,699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003,1513406964,SAMSUNG OG G5830 BATTERY,1,380,380,599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005,1513407131,SAMSUNG OG G8160 BATTERY,1,1140,NULL,1299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006,1513407288,REDMI A1 BLACK POUCH,1,45,45,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007,1513407434,REDMI 4I PRINTED POUCH,1,30,30,169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008,1513407269,SAMSUNG OG X200,1,380,380,599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009,1513407574,REDMI 4A LOOPED NETTED CASE,1,60,60,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010,1513407736,CANDYTECH A6000 BATTERY,1,310,310,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011,1513407969,REDMI 4A LISHEN FLIP POUCH,1,120,120,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012,1513407947,INTEX BATTERY G530,1,360,360,699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013,1513408208,SAM OG HF HS130DW,1,548,NULL,699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014,1513408478,KOCHIRI DATA CABLE 8,1,230,230,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1015,1513408496,REDMI 4A LISHEN POUCH,1,55,55,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1016,1513408619,ORIGINAL CC AAA,1,170,170,419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1017,1513408608,REDMI 4A HAPPY ANT DOTTED POUCH,1,40,40,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1018,1513408884,REDMI 4A BASEUS CARBON FIBRE CASE,1,45,45,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019,1513408888,"ORAIMO V8 D/C CD-52BR 2A,1M",1,62.99,NULL,199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1020,1513409220,ORAIMO V8 D/C M101,1,157.64,180,399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1021,1513409219,REDMI 4 BASEUS TRANSPARENT,1,50,50,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1022,1513409370,ORAIMO HF E33,1,365.8,310,499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1023,1513409476,ORAIMO BL 5C BATTERY,1,138,140,349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1024,1513409700,ORGINAL IP 4S CABLE,1,100,100,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1025,1513409824,TYPE C RED DATA CABLE,1,80,80,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1026,1513410020,REDMI 2S FLIP POUCH,1,90,90,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1027,1513410423,REDMI 3S FLIP POUCH,1,90,90,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1028,1513414153,REDMI 3S PHONOKART POUCH,1,80,80,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1029,1513414399,REDMI 3S PRINTED POUCH,1,30,30,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1030,1513414717,REDMI 3S IPAKY CASE,1,70,70,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1031,1513415045,REDMI 3S ROCK TRANSPARENT POUCH,1,110,110,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1032,1513415237,REDMI 4A PARIS LEATHER CASE,1,90,90,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1033,1513415344,REDMI 4X WOODEN CASE,1,80,80,249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1034,1513415553,REDMI 4 NEW CASE,1,60,60,220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1035,1513415757,REDMI 4X PRINTED POUCH,1,30,30,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1036,1513416303,VIVO V7+ TG,1,30,30,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1037,1513416521,REDMI NOTE 4 FASHION CASE,1,65,65,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1038,1513416573,VIVO V3 MAX TG,1,30,30,169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1039,1513416633,REDMI NOTE 4 BASEUS JEANS POUCH,1,140,140,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1040,1513416898,MOTO G4+ TG,1,30,30,169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1041,1513417175,MOTO G4 PLAY TG,1,30,30,169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1042,1513417818,MOTO Z PLZY TG,1,30,30,169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1043,1513417949,MOTO M TG,1,30,30,169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1044,1513416855,REDMI NOTE 4 LISHEN FLIP POUCH,1,120,120,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1045,1513418058,IP 6S TG,1,30,30,169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1046,1513418090,REDMI NOTE 3 VORSON TRANSPARENT POUCH,1,50,50,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1047,1513418219,IP 6+ BACK TG,1,30,30,169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1048,1513418277,REDMI NOTE 4 NEW CASE,1,60,60,220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1049,1513418372,REDMI NOTE 3 CAIDEA FLIP POUCH,1,120,120,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1050,1513418483,HTC D620 TG,1,30,30,169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1051,1513418570,HTC 326 TG,1,30,30,169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1052,1513418496,REDMI NOTE 3 VORSON CASE,1,260,260,349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1053,1513418661,HTC D530 TG,1,30,30,169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1054,1513418723,HTC 616 TG,1,30,30,169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1055,1513418679,REDMI NOTE 4 BASEUS POUCH,1,60,60,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1056,1513418810,HTC D630 TG,1,30,30,169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1057,1513418814,REDMI NOTE 3 HARD CASE,1,70,70,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1058,1513419797,REDMI 4X HAPPY ANT CASE,1,40,40,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1059,1513420104,SAMSUNG A7 TPU METAL POUCH,1,160,160,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1060,1513420231,HTC  D628 TG,1,30,30,169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1061,1513420357,HTC D626 TG,1,30,30,169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1062,1513420477,SAMSUNG AS PRO JEANS POUCH,1,140,140,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1064,1513420809,SAMSUNG A9 PRO JEANS POUCH,1,140,140,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1065,1513421176,SONY C3 TG,1,30,30,169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1066,1513420954,Lephone k5,1,840,750,1050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1067,1513421282,SONY XP C5 TG,1,30,30,169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1068,1513421367,SONY XP C TG,1,30,30,169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1069,1513421474,SONY XP C4 TG,1,30,30,169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1070,1513421440,MICROMAX X512,1,725,647.32,949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1072,1513421846,Techno I5 PRO,1,12379.9984,11053.57,13200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1073,1513421982,TECNO  I3 PRO,1,9523,NULL,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1074,1513422018,IP 5 BACK TG,1,30,30,169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1075,1513422108,IP 4S TG,1,30,30,169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1076,1513422068,Nokia 150 DS,1,1874.88,NULL,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1077,1513422165,IP 4S BACK TG,1,30,30,169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1078,1513422288,SAMSUNG A9 PRO TRANSPARENT POUCH,1,50,50,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1079,1513422385,OPPO NEO 5 TG,1,30,30,169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1080,1513422370,SAMSUNG A9 PRO BETTER POUCH,1,100,100,299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1081,1513422567,OPPO F1 TG,1,30,30,169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1082,1513422667,OPPO F1 +TG,1,30,30,169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1083,1513422642,SAMSUNG ON8 PRINTED POUCH,1,30,30,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1084,1513422788,SAMSUNG ON8 GOLD POUCH,1,40,40,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1085,1513423285,INTEX  4G+ TG,1,30,30,169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1086,1513423329,SAMSUNG J7 2016 HARD CASE,1,70,70,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1087,1513423627,INTEX AIR 2 TG,1,30,30,169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1088,1513423749,SAMSUNG J7 2016 NET CASE,1,30,30,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1089,1513423780,INTEX LIFE 3 TG,1,30,30,169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1090,1513423859,INTEX DREAM 2 TG,1,30,30,169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1091,1513423952,INTEX STYLE PRO TG,1,30,30,169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1092,1513424175,ZEN SELFI TG,1,30,30,169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1093,1513424198,SAMSUNG J7 LISHEN POUCH,1,55,55,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1094,1513424302,ZENFONE GO TG,1,30,30,169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1095,1513424432,ZENFONE 550K TG,1,30,30,169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1096,1513424564,ZENFONE MAX TG,1,30,30,169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1097,1513424620,Samsung j7 gold pouch,1,40,40,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1098,1513424655,ZENFONE 3 MAX TG,1,30,30,169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1099,1513424751,SAM J7 TRANSPRENT HARD CASE,1,30,NULL,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1100,1513424766,ZENFONE 6 TG,1,30,30,169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1101,1513424853,Samsung j7 logo case,1,45,45,220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1102,1513424940,INTEX YOUNG TG,1,30,30,169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1103,1513425046,INTEX POWER + TG,1,30,30,169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1104,1513425052,Samsung j7 JEANS POUCH,1,150,150,349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1105,1513425130,INTEX Y4 TG,1,30,30,169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1106,1513425210,INTEX Q7 TG,1,30,30,169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1107,1513425214,SAMSUNG J5 JZZS POUCH,1,180,180,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1108,1513425279,INTEX 3G+ TG,1,30,30,169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1109,1513425603,SAMSUNG J5 PARIS POUCH,1,170,170,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1110,1513425738,HTC D326 TG,1,30,30,169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1111,1513425827,SAMSUNG J2 16 RING CASE,1,80,80,270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1112,1513425882,HTC D337 TG,1,30,30,169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1113,1513425958,HTC D321 TG,1,30,30,169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1114,1513426010,HTC D820 TG,1,30,30,169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1115,1513426155,SAMSUNG J2 PRINTED POUCH,1,30,30,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1116,1513426236,SONY XP ZR TG,1,30,30,169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1117,1513426234,SAMSUNG J2 16 VORSON TRANSFERENT POUCH,1,60,60,249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1118,1513426305,SONY XP M TG,1,30,30,169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1119,1513426596,SAMSUNG J1 4G HARD CASE,1,70,70,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1120,1513426852,SAMSUNG J2 HAPPY ANT HARD CASE,1,40,40,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1121,1513426939,SAMSUNG J2 2016 360 FULL CASE,1,100,100,299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1122,1513427054,SAMSUNG J5 PRIME FUEL HARD CASE,1,80,80,299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1123,1513427369,SAMSUNG J5 16 SPIGEN HARD CASE,1,70,70,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1124,1513427607,SAMSUNG J5 CLASSIC POUCH,1,70,70,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1125,1513427885,SAMSUNG J2 2016 LOGO POUCH,1,35,60,249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1126,1513428453,SAMSUNG J1 4G FUEL CASE,1,80,80,299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1127,1513428737,SAMSUNG Z4 SPIGEN POUCH,1,30,30,170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
